0.645 0.804 0.751 6.163 6.773 3.295 5.553 6.514 5.072 4.755 5.241 6.206 5.769 1.064 5.642 6.789 5.916 5.114 5.344 1.281
0.472 0.818 0.749 29.652 29.133 26.805 31.497 28.092 29.439 29.364 34.202 28.142 28.688 34.544 31.215 35.147 33.682 33.121 28.197 28.805
0.969 0.573 122.587 31.693 29.91 29.485 32.29 32.602 28.562 60.755 28.215 27.741 33.374 32.061 30.639 37.711 30.435 28.456 31.918 34.301
42.486 28.983 29.276 28.564 28.693 30.609 34.85 31.264 30.822 30.051 29.811 28.154 31.404 28.829 28.706 30.281 30.516 29.558 35.284 30.935
28.4 31.647 30.656 30.214 32.988 29.513 30.923 30.227 28.084 28.403 31.743 31.045 34.494 35.283 27.933 28.41 28.267 29.55 31.057 30.402
30.693 28.076 34.829 27.911 28.181 28.578 27.554 28.204 27.865 25.451 27.708 28.008 38.911 31.308 27.912 27.446 27.736 28.109 28.216 28.404
32.39 26.532 30.988 29.216 32.586 29.84 31.622 38.24 34.866 30.564 37.344 28.597 29.882 32.572 31.75 34.795 30.745 34.009 33.073 30.878
27.743 34.376 32.119 30.824 34.262 36.112 36.509 31.657 34.384 27.603 38.83 29.69 30.623 30.528 32.969 30.541 30.746 28.391 31.891 29.896
37.119 27.477 30.832 32.459 25.362 29.41 28.14 28.234 32.325 33.562 28.799 29.996 29.073 31.993 28.38 28.024 27.32 27.661 27.724 29.282
0.736 0.753 0.681 5.145 5.432 5.043 5.835 5.582 4.617 5.719 5.894 6.279 5.694 6.156 5.89 7.547 3.403 6.128 5.163 3.091
0.638 0.671 38.701 29.576 29.623 28.128 32.427 29.08 29.713 30.036 29.205 29.44 29.541 32.733 30.176 30.789 28.71 34.012 28.068 35.065
0.765 0.71 28.521 29.673 34.462 37.06 34.652 68.395 29.619 28.757 27.694 31.677 27.95 27.762 36.528 33.185 31.654 30.733 32.222 31.563
33.779 29.414 28.746 29.263 31.486 32.895 35.157 31.458 30.401 33.079 31.191 31.701 32.336 32.754 29.157 32.128 28.611 29.567 31.886 30.334
26.232 28.62 27.091 28.492 31.387 29.602 30.359 31.132 29.799 32.157 31.309 32.322 29.475 29.265 29.673 39.252 30.944 31.029 29.931 30.97
23.52 27.815 26.873 27.704 28.608 31.986 28.401 28.24 26.94 26.987 30.771 33.802 26.89 28.066 28.133 26.906 30.181 27.733 28.152 28.38
36.234 60.816 37.209 36.61 30.793 31.718 39.936 31.661 31.001 33.096 35.061 30.726 32.25 35.612 30.698 31.958 33.578 33.013 28.505 36.953
68.567 34.133 38.473 28.214 30.94 27.267 31.283 34.456 30.37 33.703 30.912 32.756 28.568 30.813 27.151 34.708 30.909 30.264 32.098 32.843
74.475 30.629 33.997 35.656 30.209 28.48 28.112 35.28 28.138 35.949 28.363 28.075 30.429 28.693 30.736 33.551 28.76 28.094 29.547 30.336
0.785 6.396 2.334 5.764 5.637 4.92 5.46 10.701 6.432 6.049 5.845 5.609 6.003 5.996 5.985 5.411 5.033 5.663 5.446 5.523
0.693 32.368 28.258 32.773 29.889 29.084 35.037 40.137 33.299 29.977 29.7 28.826 31.814 35.371 31.473 28.758 30.563 32.692 28.32 34.381
40.486 34.589 28.122 31.725 27.875 31.792 27.208 35.474 27.984 27.074 32.587 27.797 33.621 24.108 32.668 34.542 35.67 28.233 30.308 36.198
34.477 28.242 27.891 27.62 29.993 30.121 62.673 30.525 29.989 32.539 32.816 28.211 29.946 33.258 28.113 31.747 28.145 31.312 30.089 30.476
28.094 27.92 28.421 38.023 28.687 30.54 32.96 34.333 29.908 31.066 30.833 32.882 29.543 34.689 29.673 28.574 28.809 32.396 30.202 28.476
29.853 27.182 28.685 28.156 29.959 30.823 28.431 30.339 26.651 28.799 27.655 29.402 32.41 28.114 31.115 28.736 29.082 33.706 33.113 28.496
1.642 2.193 28.406 33.238 28.745 31.286 31.901 31.804 29.344 34.542 31.736 33.145 31.733 37.638 32.048 32.265 37.112 32.017 32.048 31.977
2.354 2.285 35.458 35.361 29.752 28.414 38.749 30.554 32.564 31.869 31.675 30.672 36.95 29.725 36.574 31.37 30.963 29.542 31.108 34.343
2.297 2.259 27.508 34.466 28.336 30.715 28.468 28.641 30.471 33.184 27.441 27.97 27.739 28.24 27.491 28.191 27.963 34.169 39.418 27.907
